user_id,book_id,rating,interaction_type,review_text,timestamp
39,805,3.0,rate,It was an okay read. Met expectations.,2026-01-24
41,1105,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-24
297,302,3.0,rate,It was an okay read. Met expectations.,2026-01-24
352,932,3.0,rate,It was an okay read. Met expectations.,2026-01-24
373,783,2.0,rate,Very basic characters and predictable plot.,2026-01-24
373,1081,4.0,rate,Could not put it down! A fantastic book.,2026-01-24
125,1063,3.0,rate,It was an okay read. Met expectations.,2026-01-24
337,395,2.0,rate,Decent idea but poorly written.,2026-01-24
382,73,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-24
189,784,3.0,rate,It was an okay read. Met expectations.,2026-01-24
356,525,4.0,rate,Could not put it down! A fantastic book.,2026-01-24
8,1153,3.0,rate,It was an okay read. Met expectations.,2026-01-24
130,783,3.0,rate,It was an okay read. Met expectations.,2026-01-24
217,1032,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-24
157,83,,view,,2026-01-24
149,1120,3.0,rate,It was an okay read. Met expectations.,2026-01-24
131,1056,,view,,2026-01-24
260,1100,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-24
228,664,3.0,rate,It was an okay read. Met expectations.,2026-01-24
252,655,,view,,2026-01-24
152,1173,3.0,rate,It was an okay read. Met expectations.,2026-01-24
288,339,,view,,2026-01-24
64,420,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-24
137,705,,view,,2026-01-24
137,842,,view,,2026-01-24
80,213,,view,,2026-01-24
7,20,2.0,rate,Decent idea but poorly written.,2026-01-24
80,531,3.0,rate,It was an okay read. Met expectations.,2026-01-24
397,1129,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-24
134,559,2.0,rate,Decent idea but poorly written.,2026-01-24
235,964,,shelve,,2026-01-24
83,909,,view,,2026-01-24
83,341,2.0,rate,Very basic characters and predictable plot.,2026-01-24
61,1200,4.0,rate,Beautifully written and highly engaging.,2026-01-24
154,902,,view,,2026-01-24
284,541,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-24
355,1102,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-24
159,783,3.0,rate,It was an okay read. Met expectations.,2026-01-24
10,892,,shelve,,2026-01-24
358,707,,view,,2026-01-24
126,1076,2.0,rate,Hard to get through. Not recommended.,2026-01-24
148,1107,3.0,rate,It was an okay read. Met expectations.,2026-01-24
291,994,3.0,rate,It was an okay read. Met expectations.,2026-01-24
261,201,,shelve,,2026-01-24
127,932,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-24
29,285,2.0,rate,Decent idea but poorly written.,2026-01-24
93,511,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-24
307,1165,4.0,rate,"A wonderful read, really connected with the story.",2026-01-24
128,508,3.0,rate,It was an okay read. Met expectations.,2026-01-24
33,971,3.0,rate,It was an okay read. Met expectations.,2026-01-24
9,1142,,view,,2026-01-24
262,365,2.0,rate,Hard to get through. Not recommended.,2026-01-24
288,176,3.0,rate,It was an okay read. Met expectations.,2026-01-25
134,499,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-25
82,832,2.0,rate,Very basic characters and predictable plot.,2026-01-25
288,917,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-25
133,1155,3.0,rate,It was an okay read. Met expectations.,2026-01-25
123,651,,view,,2026-01-25
251,696,3.0,rate,It was an okay read. Met expectations.,2026-01-25
144,296,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-25
183,362,3.0,rate,It was an okay read. Met expectations.,2026-01-25
210,297,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
286,92,2.0,rate,Decent idea but poorly written.,2026-01-25
249,1002,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
82,69,3.0,rate,It was an okay read. Met expectations.,2026-01-25
286,886,,view,,2026-01-25
256,843,4.0,rate,"A wonderful read, really connected with the story.",2026-01-25
142,421,3.0,rate,It was an okay read. Met expectations.,2026-01-25
77,518,,view,,2026-01-25
295,1079,3.0,rate,It was an okay read. Met expectations.,2026-01-25
288,258,4.0,rate,Beautifully written and highly engaging.,2026-01-25
167,128,3.0,rate,It was an okay read. Met expectations.,2026-01-25
346,1004,5.0,rate,Beautifully written and highly engaging.,2026-01-25
300,740,3.0,rate,It was an okay read. Met expectations.,2026-01-25
111,728,3.0,rate,It was an okay read. Met expectations.,2026-01-25
253,1094,3.0,rate,It was an okay read. Met expectations.,2026-01-25
95,767,3.0,rate,It was an okay read. Met expectations.,2026-01-25
219,328,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-25
201,114,3.0,rate,It was an okay read. Met expectations.,2026-01-25
79,1144,3.0,rate,It was an okay read. Met expectations.,2026-01-25
201,402,3.0,rate,It was an okay read. Met expectations.,2026-01-25
135,1167,,view,,2026-01-25
260,1180,2.0,rate,Decent idea but poorly written.,2026-01-25
96,360,5.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-25
325,319,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-25
267,1196,3.0,rate,It was an okay read. Met expectations.,2026-01-25
248,537,4.0,rate,Beautifully written and highly engaging.,2026-01-25
215,60,4.0,rate,"A wonderful read, really connected with the story.",2026-01-25
90,982,4.0,rate,"A wonderful read, really connected with the story.",2026-01-25
75,1070,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
179,1033,,view,,2026-01-25
285,296,,view,,2026-01-25
179,473,3.0,rate,It was an okay read. Met expectations.,2026-01-25
328,1054,,shelve,,2026-01-25
130,549,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-25
294,663,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
311,341,,view,,2026-01-25
179,1038,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-25
243,748,,view,,2026-01-25
197,983,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-25
211,202,2.0,rate,Hard to get through. Not recommended.,2026-01-25
290,536,2.0,rate,Decent idea but poorly written.,2026-01-25
246,847,3.0,rate,It was an okay read. Met expectations.,2026-01-25
71,95,,view,,2026-01-25
149,684,3.0,rate,It was an okay read. Met expectations.,2026-01-25
155,877,3.0,rate,It was an okay read. Met expectations.,2026-01-25
239,1001,4.0,rate,Beautifully written and highly engaging.,2026-01-25
236,211,,view,,2026-01-25
84,632,2.0,rate,Hard to get through. Not recommended.,2026-01-25
313,341,,view,,2026-01-25
314,306,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-25
329,957,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-25
104,1140,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
290,701,3.0,rate,It was an okay read. Met expectations.,2026-01-25
84,727,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-25
280,236,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
344,1183,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
244,917,3.0,rate,It was an okay read. Met expectations.,2026-01-25
241,554,3.0,rate,It was an okay read. Met expectations.,2026-01-25
285,976,5.0,rate,Beautifully written and highly engaging.,2026-01-25
331,248,3.0,rate,It was an okay read. Met expectations.,2026-01-25
215,945,,view,,2026-01-25
388,820,4.0,rate,Beautifully written and highly engaging.,2026-01-25
26,463,,shelve,,2026-01-25
367,81,3.0,rate,It was an okay read. Met expectations.,2026-01-25
41,761,,view,,2026-01-25
353,915,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
65,1008,,view,,2026-01-25
21,390,,view,,2026-01-25
44,59,2.0,rate,Decent idea but poorly written.,2026-01-25
68,191,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-25
1,777,3.0,rate,It was an okay read. Met expectations.,2026-01-25
69,229,3.0,rate,It was an okay read. Met expectations.,2026-01-25
229,584,,view,,2026-01-25
351,136,3.0,rate,It was an okay read. Met expectations.,2026-01-25
23,768,,view,,2026-01-25
25,5,2.0,rate,Very basic characters and predictable plot.,2026-01-25
48,823,3.0,rate,It was an okay read. Met expectations.,2026-01-25
7,975,,view,,2026-01-25
45,738,,shelve,,2026-01-25
54,428,3.0,rate,It was an okay read. Met expectations.,2026-01-25
392,1054,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-25
388,198,4.0,rate,Could not put it down! A fantastic book.,2026-01-25
386,1121,3.0,rate,It was an okay read. Met expectations.,2026-01-25
34,1125,,view,,2026-01-25
6,599,,view,,2026-01-25
69,298,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-25
231,756,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-25
31,1000,,shelve,,2026-01-25
352,392,3.0,rate,It was an okay read. Met expectations.,2026-01-25
360,730,,view,,2026-01-25
223,1077,,shelve,,2026-01-25
225,130,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-25
37,913,3.0,rate,It was an okay read. Met expectations.,2026-01-25
55,1121,3.0,rate,It was an okay read. Met expectations.,2026-01-25
65,829,,view,,2026-01-25
226,827,,view,,2026-01-25
352,797,3.0,rate,It was an okay read. Met expectations.,2026-01-25
242,919,2.0,rate,Decent idea but poorly written.,2026-01-26
347,823,4.0,rate,"A wonderful read, really connected with the story.",2026-01-26
242,273,2.0,rate,Very basic characters and predictable plot.,2026-01-26
387,1114,5.0,rate,"A wonderful read, really connected with the story.",2026-01-26
271,190,2.0,rate,Hard to get through. Not recommended.,2026-01-26
140,32,2.0,rate,Very basic characters and predictable plot.,2026-01-26
306,558,,view,,2026-01-26
398,446,,view,,2026-01-26
33,186,,shelve,,2026-01-26
205,233,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-26
316,737,4.0,rate,Beautifully written and highly engaging.,2026-01-26
54,957,,view,,2026-01-26
154,1110,,view,,2026-01-26
113,661,3.0,rate,It was an okay read. Met expectations.,2026-01-26
79,750,4.0,rate,"A wonderful read, really connected with the story.",2026-01-26
297,706,4.0,rate,Could not put it down! A fantastic book.,2026-01-26
353,955,2.0,rate,Decent idea but poorly written.,2026-01-26
112,412,4.0,rate,Could not put it down! A fantastic book.,2026-01-26
139,553,4.0,rate,Could not put it down! A fantastic book.,2026-01-26
389,927,,view,,2026-01-26
112,270,,view,,2026-01-26
6,659,3.0,rate,It was an okay read. Met expectations.,2026-01-26
62,1186,3.0,rate,It was an okay read. Met expectations.,2026-01-26
103,684,3.0,rate,It was an okay read. Met expectations.,2026-01-26
324,1143,4.0,rate,Beautifully written and highly engaging.,2026-01-26
303,827,3.0,rate,It was an okay read. Met expectations.,2026-01-26
270,635,3.0,rate,It was an okay read. Met expectations.,2026-01-26
364,244,3.0,rate,It was an okay read. Met expectations.,2026-01-26
134,271,3.0,rate,It was an okay read. Met expectations.,2026-01-26
175,336,,view,,2026-01-26
267,893,3.0,rate,It was an okay read. Met expectations.,2026-01-26
255,334,4.0,rate,Could not put it down! A fantastic book.,2026-01-26
132,923,3.0,rate,It was an okay read. Met expectations.,2026-01-26
132,1106,,view,,2026-01-26
107,132,4.0,rate,Could not put it down! A fantastic book.,2026-01-26
107,782,2.0,rate,Decent idea but poorly written.,2026-01-26
81,1181,3.0,rate,It was an okay read. Met expectations.,2026-01-26
106,909,5.0,rate,Beautifully written and highly engaging.,2026-01-26
362,27,,shelve,,2026-01-26
241,365,,view,,2026-01-26
251,209,2.0,rate,Hard to get through. Not recommended.,2026-01-26
224,609,3.0,rate,It was an okay read. Met expectations.,2026-01-26
35,1053,3.0,rate,It was an okay read. Met expectations.,2026-01-26
210,722,3.0,rate,It was an okay read. Met expectations.,2026-01-26
16,267,3.0,rate,It was an okay read. Met expectations.,2026-01-26
97,869,,view,,2026-01-26
12,592,3.0,rate,It was an okay read. Met expectations.,2026-01-26
156,159,3.0,rate,It was an okay read. Met expectations.,2026-01-26
384,873,,view,,2026-01-26
235,381,,shelve,,2026-01-26
270,74,2.0,rate,Very basic characters and predictable plot.,2026-01-26
299,160,2.0,rate,Decent idea but poorly written.,2026-01-26
199,1067,3.0,rate,It was an okay read. Met expectations.,2026-01-26
25,899,3.0,rate,It was an okay read. Met expectations.,2026-01-26
82,525,3.0,rate,It was an okay read. Met expectations.,2026-01-26
13,415,2.0,rate,Very basic characters and predictable plot.,2026-01-26
325,609,,view,,2026-01-26
340,159,,view,,2026-01-26
285,681,2.0,rate,Very basic characters and predictable plot.,2026-01-26
353,383,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-26
222,960,,view,,2026-01-26
240,1024,,view,,2026-01-26
276,239,3.0,rate,It was an okay read. Met expectations.,2026-01-26
126,553,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-26
169,884,,view,,2026-01-26
32,401,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-26
7,909,,view,,2026-01-26
334,738,,shelve,,2026-01-26
288,197,,shelve,,2026-01-26
147,272,3.0,rate,It was an okay read. Met expectations.,2026-01-26
377,355,,view,,2026-01-26
144,867,,view,,2026-01-26
386,808,3.0,rate,It was an okay read. Met expectations.,2026-01-26
190,479,3.0,rate,It was an okay read. Met expectations.,2026-01-26
216,609,2.0,rate,Decent idea but poorly written.,2026-01-26
381,1011,3.0,rate,It was an okay read. Met expectations.,2026-01-26
124,1111,,view,,2026-01-26
89,799,,view,,2026-01-26
7,857,3.0,rate,It was an okay read. Met expectations.,2026-01-26
186,502,5.0,rate,"A wonderful read, really connected with the story.",2026-01-26
167,1062,,view,,2026-01-26
337,151,,shelve,,2026-01-26
30,622,3.0,rate,It was an okay read. Met expectations.,2026-01-26
58,54,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-26
168,870,5.0,rate,An absolute masterpiece! Loved every page.,2026-01-26
235,508,4.0,rate,Beautifully written and highly engaging.,2026-01-26
229,1079,4.0,rate,Beautifully written and highly engaging.,2026-01-26
124,730,3.0,rate,It was an okay read. Met expectations.,2026-01-26
231,1034,,view,,2026-01-26
143,338,3.0,rate,It was an okay read. Met expectations.,2026-01-26
152,860,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-26
94,261,,view,,2026-01-26
393,546,4.0,rate,Beautifully written and highly engaging.,2026-01-26
343,149,3.0,rate,It was an okay read. Met expectations.,2026-01-26
329,47,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-26
221,628,3.0,rate,It was an okay read. Met expectations.,2026-01-26
33,479,3.0,rate,It was an okay read. Met expectations.,2026-01-26
227,107,,shelve,,2026-01-26
314,1096,,view,,2026-01-26
306,564,,view,,2026-01-26
87,688,3.0,rate,It was an okay read. Met expectations.,2026-01-26
183,57,4.0,rate,Beautifully written and highly engaging.,2026-01-26
88,887,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-26
87,791,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-26
96,998,,shelve,,2026-01-26
168,852,3.0,rate,It was an okay read. Met expectations.,2026-01-26
153,928,3.0,rate,It was an okay read. Met expectations.,2026-01-26
42,307,3.0,rate,It was an okay read. Met expectations.,2026-01-26
167,488,,shelve,,2026-01-26
237,761,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-26
148,318,4.0,rate,Could not put it down! A fantastic book.,2026-01-26
381,1019,,view,,2026-01-26
330,154,,shelve,,2026-01-26
96,256,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-26
61,616,,view,,2026-01-26
123,760,,view,,2026-01-27
319,138,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-27
160,1105,,view,,2026-01-27
251,218,,view,,2026-01-27
364,791,3.0,rate,It was an okay read. Met expectations.,2026-01-27
109,1039,,view,,2026-01-27
77,608,4.0,rate,Beautifully written and highly engaging.,2026-01-27
386,613,3.0,rate,It was an okay read. Met expectations.,2026-01-27
80,367,3.0,rate,It was an okay read. Met expectations.,2026-01-27
390,585,4.0,rate,Could not put it down! A fantastic book.,2026-01-27
120,225,4.0,rate,Could not put it down! A fantastic book.,2026-01-27
50,240,2.0,rate,Very basic characters and predictable plot.,2026-01-27
391,32,4.0,rate,Could not put it down! A fantastic book.,2026-01-27
308,169,,shelve,,2026-01-27
366,1171,,view,,2026-01-27
128,355,3.0,rate,It was an okay read. Met expectations.,2026-01-27
316,988,3.0,rate,It was an okay read. Met expectations.,2026-01-27
46,1015,,shelve,,2026-01-27
272,180,3.0,rate,It was an okay read. Met expectations.,2026-01-27
79,234,,view,,2026-01-27
314,61,,shelve,,2026-01-27
4,661,4.0,rate,Beautifully written and highly engaging.,2026-01-27
272,299,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-27
74,9,3.0,rate,It was an okay read. Met expectations.,2026-01-27
307,243,,shelve,,2026-01-27
126,144,,view,,2026-01-27
307,912,3.0,rate,It was an okay read. Met expectations.,2026-01-27
384,952,2.0,rate,Decent idea but poorly written.,2026-01-27
211,710,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-27
173,936,4.0,rate,"A wonderful read, really connected with the story.",2026-01-27
388,19,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-27
66,415,3.0,rate,It was an okay read. Met expectations.,2026-01-27
307,164,,view,,2026-01-27
219,961,,view,,2026-01-27
46,649,4.0,rate,"A wonderful read, really connected with the story.",2026-01-27
365,941,,view,,2026-01-27
65,308,4.0,rate,Beautifully written and highly engaging.,2026-01-27
110,242,5.0,rate,"A wonderful read, really connected with the story.",2026-01-27
49,200,,shelve,,2026-01-27
131,1110,4.0,rate,Beautifully written and highly engaging.,2026-01-27
174,1065,3.0,rate,It was an okay read. Met expectations.,2026-01-27
344,91,3.0,rate,It was an okay read. Met expectations.,2026-01-27
111,865,,view,,2026-01-27
2,972,,shelve,,2026-01-27
258,673,3.0,rate,It was an okay read. Met expectations.,2026-01-27
400,479,4.0,rate,Could not put it down! A fantastic book.,2026-01-27
26,1198,3.0,rate,It was an okay read. Met expectations.,2026-01-27
376,305,3.0,rate,It was an okay read. Met expectations.,2026-01-27
145,37,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-27
394,964,2.0,rate,Decent idea but poorly written.,2026-01-27
11,837,,view,,2026-01-27
151,104,,view,,2026-01-27
151,485,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-27
378,963,,view,,2026-01-27
292,432,,shelve,,2026-01-27
215,68,1.0,rate,"Disappointing, execution fell short of the premise.",2026-01-27
34,823,5.0,rate,"A wonderful read, really connected with the story.",2026-01-27
83,1069,3.0,rate,It was an okay read. Met expectations.,2026-01-27
292,1129,5.0,rate,"A wonderful read, really connected with the story.",2026-01-27
155,636,2.0,rate,Hard to get through. Not recommended.,2026-01-27
238,617,3.0,rate,It was an okay read. Met expectations.,2026-01-27
138,879,2.0,rate,Decent idea but poorly written.,2026-01-27
382,271,,shelve,,2026-01-27
159,47,,view,,2026-01-27
184,45,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-27
338,680,3.0,rate,It was an okay read. Met expectations.,2026-01-27
56,348,3.0,rate,It was an okay read. Met expectations.,2026-01-27
238,1196,,view,,2026-01-27
330,823,3.0,rate,It was an okay read. Met expectations.,2026-01-27
330,1061,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-27
296,227,3.0,rate,It was an okay read. Met expectations.,2026-01-27
295,1070,4.0,rate,Beautifully written and highly engaging.,2026-01-27
331,354,4.0,rate,"A wonderful read, really connected with the story.",2026-01-27
93,964,3.0,rate,It was an okay read. Met expectations.,2026-01-27
61,859,3.0,rate,It was an okay read. Met expectations.,2026-01-27
332,837,,shelve,,2026-01-27
287,955,2.0,rate,Decent idea but poorly written.,2026-01-27
256,357,3.0,rate,It was an okay read. Met expectations.,2026-01-27
84,197,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-27
54,627,5.0,rate,Could not put it down! A fantastic book.,2026-01-27
331,792,2.0,rate,Very basic characters and predictable plot.,2026-01-27
8,135,,shelve,,2026-01-27
51,105,4.0,rate,"A wonderful read, really connected with the story.",2026-01-27
103,660,3.0,rate,It was an okay read. Met expectations.,2026-01-27
99,1077,,shelve,,2026-01-27
362,926,2.0,rate,Very basic characters and predictable plot.,2026-01-27
3,971,,shelve,,2026-01-27
136,1178,,shelve,,2026-01-27
391,364,4.0,rate,"A wonderful read, really connected with the story.",2026-01-27
62,921,,shelve,,2026-01-27
24,1121,,view,,2026-01-27
147,949,2.0,rate,Decent idea but poorly written.,2026-01-27
14,799,,view,,2026-01-27
379,50,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-27
230,602,3.0,rate,It was an okay read. Met expectations.,2026-01-27
291,929,2.0,rate,Hard to get through. Not recommended.,2026-01-27
380,249,3.0,rate,It was an okay read. Met expectations.,2026-01-27
302,27,3.0,rate,It was an okay read. Met expectations.,2026-01-27
5,370,3.0,rate,It was an okay read. Met expectations.,2026-01-27
242,1154,,view,,2026-01-27
255,437,5.0,rate,Could not put it down! A fantastic book.,2026-01-27
351,172,2.0,rate,Decent idea but poorly written.,2026-01-27
147,1068,,view,,2026-01-27
53,1158,1.0,rate,"Disappointing, execution fell short of the premise.",2026-01-27
267,909,3.0,rate,It was an okay read. Met expectations.,2026-01-27
217,121,2.0,rate,Very basic characters and predictable plot.,2026-01-28
45,186,,view,,2026-01-28
43,144,3.0,rate,It was an okay read. Met expectations.,2026-01-28
76,797,,shelve,,2026-01-28
43,238,3.0,rate,It was an okay read. Met expectations.,2026-01-28
261,385,3.0,rate,It was an okay read. Met expectations.,2026-01-28
45,999,3.0,rate,It was an okay read. Met expectations.,2026-01-28
8,694,5.0,rate,Could not put it down! A fantastic book.,2026-01-28
185,299,5.0,rate,"A wonderful read, really connected with the story.",2026-01-28
252,31,,view,,2026-01-28
356,793,3.0,rate,It was an okay read. Met expectations.,2026-01-28
19,620,4.0,rate,Strong characters and excellent plot. Highly recommended.,2026-01-28
334,451,,view,,2026-01-28
196,1089,3.0,rate,It was an okay read. Met expectations.,2026-01-28
89,728,2.0,rate,Very basic characters and predictable plot.,2026-01-28
247,194,3.0,rate,It was an okay read. Met expectations.,2026-01-28
90,957,4.0,rate,Beautifully written and highly engaging.,2026-01-28
190,434,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-28
187,1028,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-28
356,661,4.0,rate,"A wonderful read, really connected with the story.",2026-01-28
168,991,4.0,rate,Could not put it down! A fantastic book.,2026-01-28
358,1087,2.0,rate,Very basic characters and predictable plot.,2026-01-28
332,783,,view,,2026-01-28
261,856,2.0,rate,Very basic characters and predictable plot.,2026-01-28
235,305,2.0,rate,Very basic characters and predictable plot.,2026-01-28
310,182,5.0,rate,Beautifully written and highly engaging.,2026-01-28
106,398,3.0,rate,It was an okay read. Met expectations.,2026-01-28
263,277,2.0,rate,Hard to get through. Not recommended.,2026-01-28
313,597,2.0,rate,Decent idea but poorly written.,2026-01-28
271,220,5.0,rate,Beautifully written and highly engaging.,2026-01-28
339,1045,3.0,rate,It was an okay read. Met expectations.,2026-01-28
100,782,2.0,rate,Very basic characters and predictable plot.,2026-01-28
339,191,4.0,rate,Beautifully written and highly engaging.,2026-01-28
326,598,,view,,2026-01-28
204,348,,view,,2026-01-28
340,715,3.0,rate,It was an okay read. Met expectations.,2026-01-28
204,383,,view,,2026-01-28
324,1005,2.0,rate,Decent idea but poorly written.,2026-01-28
267,1007,3.0,rate,It was an okay read. Met expectations.,2026-01-28
323,398,,view,,2026-01-28
177,266,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-28
177,67,,view,,2026-01-28
354,478,3.0,rate,It was an okay read. Met expectations.,2026-01-28
108,345,,view,,2026-01-28
106,392,3.0,rate,It was an okay read. Met expectations.,2026-01-28
176,59,3.0,rate,It was an okay read. Met expectations.,2026-01-28
363,710,5.0,rate,"A wonderful read, really connected with the story.",2026-01-28
176,1159,2.0,rate,Very basic characters and predictable plot.,2026-01-28
173,698,4.0,rate,"A wonderful read, really connected with the story.",2026-01-28
264,696,3.0,rate,It was an okay read. Met expectations.,2026-01-28
264,11,,view,,2026-01-28
317,523,1.0,rate,Decent idea but poorly written.,2026-01-28
196,1066,,view,,2026-01-28
262,850,,view,,2026-01-28
313,35,3.0,rate,It was an okay read. Met expectations.,2026-01-28
221,1132,,shelve,,2026-01-28
273,886,3.0,rate,It was an okay read. Met expectations.,2026-01-28
115,986,,shelve,,2026-01-28
329,1015,3.0,rate,It was an okay read. Met expectations.,2026-01-28
97,738,3.0,rate,It was an okay read. Met expectations.,2026-01-28
315,233,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-28
331,935,3.0,rate,It was an okay read. Met expectations.,2026-01-28
393,90,,view,,2026-01-28
328,1113,4.0,rate,An absolute masterpiece! Loved every page.,2026-01-28
98,1037,3.0,rate,It was an okay read. Met expectations.,2026-01-28
98,371,3.0,rate,It was an okay read. Met expectations.,2026-01-28
113,1001,,view,,2026-01-28
223,430,3.0,rate,It was an okay read. Met expectations.,2026-01-28
4,629,,view,,2026-01-28
6,166,3.0,rate,It was an okay read. Met expectations.,2026-01-28
64,1023,,view,,2026-01-28
339,666,3.0,rate,It was an okay read. Met expectations.,2026-01-28
114,920,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-28
392,272,3.0,rate,It was an okay read. Met expectations.,2026-01-28
148,857,3.0,rate,It was an okay read. Met expectations.,2026-01-28
18,191,,view,,2026-01-28
142,707,2.0,rate,Decent idea but poorly written.,2026-01-28
377,192,,view,,2026-01-28
141,726,,view,,2026-01-28
286,743,3.0,rate,It was an okay read. Met expectations.,2026-01-28
231,591,,view,,2026-01-28
155,884,,view,,2026-01-28
297,815,,view,,2026-01-28
25,639,2.0,rate,Decent idea but poorly written.,2026-01-28
207,422,2.0,rate,Decent idea but poorly written.,2026-01-28
129,951,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-28
224,1108,2.0,rate,Very basic characters and predictable plot.,2026-01-28
244,1152,,view,,2026-01-28
300,749,3.0,rate,It was an okay read. Met expectations.,2026-01-28
25,44,,shelve,,2026-01-28
142,284,,shelve,,2026-01-28
127,723,4.0,rate,Could not put it down! A fantastic book.,2026-01-28
158,871,2.0,rate,Hard to get through. Not recommended.,2026-01-28
133,402,,view,,2026-01-28
385,1144,3.0,rate,It was an okay read. Met expectations.,2026-01-28
159,671,,view,,2026-01-28
128,1190,4.0,rate,Could not put it down! A fantastic book.,2026-01-28
37,933,2.0,rate,Hard to get through. Not recommended.,2026-01-28
128,285,4.0,rate,Beautifully written and highly engaging.,2026-01-28
162,483,,shelve,,2026-01-28
38,535,,shelve,,2026-01-28
241,202,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-28
67,1138,,view,,2026-01-28
23,351,,shelve,,2026-01-28
211,1184,5.0,rate,An absolute masterpiece! Loved every page.,2026-01-28
305,377,,view,,2026-01-28
301,1155,3.0,rate,It was an okay read. Met expectations.,2026-01-28
295,104,3.0,rate,It was an okay read. Met expectations.,2026-01-28
156,64,3.0,rate,It was an okay read. Met expectations.,2026-01-28
129,340,,view,,2026-01-28
150,349,3.0,rate,It was an okay read. Met expectations.,2026-01-28
226,638,2.0,rate,Decent idea but poorly written.,2026-01-28
370,1169,4.0,rate,Beautifully written and highly engaging.,2026-01-28
123,576,,shelve,,2026-01-28
309,1153,2.0,rate,Not my cup of tea. Found it a bit slow.,2026-01-28
381,1053,3.0,rate,It was an okay read. Met expectations.,2026-01-28
229,556,,view,,2026-01-28
149,108,,view,,2026-01-28
27,627,,view,,2026-01-28
76,888,,shelve,,2026-01-28
172,690,1.0,rate,"Disappointing, execution fell short of the premise.",2026-01-29
342,198,,shelve,,2026-01-29
15,749,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-29
89,1069,,shelve,,2026-01-29
63,525,,shelve,,2026-01-29
233,612,2.0,rate,"Disappointing, execution fell short of the premise.",2026-01-29
251,824,3.0,rate,It was an okay read. Met expectations.,2026-01-29
201,1114,,view,,2026-01-29
